25 0.015997
100 0.037994
200 0.157976
500 2.156672
750 8.519705
1000 14.493797
1200 23.278461
1400 37.392316
1600 49.802429
1800 71.164181
2000 95.123539
2200 130.420173
2500 183.053171
3000 312.574481
4000 646.100778
