25 0.027995
100 0.442932
200 3.306497
500 28.821618
750 102.586404
1000 183.171154
1200 547.963697
1400 711.395851
1600 980.128997
1800 1151.984871
2000 1230.249973
2200 3575.998366
2500 3854.122084
3000 4705.148709
