25 0.002
100 0.024996
200 0.121981
500 1.981698
750 6.685984
1000 3.800422
1200 4.383333
1400 1.781729
1600 7.252897
1800 10.492405
2000 11.139307
2200 14.720762
2500 31.937145
3000 26.389988
4000 41.96262
